onset	duration	sample	value	event_code	user_answer	correct_answer
0	n/a	0	break cnt	break cnt	n/a	n/a
31.13	n/a	15565	symbolSearch_start	92	n/a	n/a
34.04	n/a	17020	newPage	20	n/a	n/a
41.166	n/a	20583	trialResponse	14	0	0
45.122	n/a	22561	trialResponse	14	1	1
49.838	n/a	24919	trialResponse	14	0	0
57.59	n/a	28795	trialResponse	14	0	0
66.648	n/a	33324	trialResponse	14	0	0
70.136	n/a	35068	trialResponse	14	1	1
77.422	n/a	38711	trialResponse	14	0	0
83.92	n/a	41960	trialResponse	14	0	1
89.878	n/a	44939	trialResponse	14	0	0
94.712	n/a	47356	trialResponse	14	0	0
98.84	n/a	49420	trialResponse	14	0	0
101.832	n/a	50916	trialResponse	14	1	1
104.432	n/a	52216	trialResponse	14	0	0
107.808	n/a	53904	trialResponse	14	1	1
110.648	n/a	55324	trialResponse	14	1	1
111.512	n/a	55756	newPage	20	n/a	n/a
115.206	n/a	57603	trialResponse	14	1	1
121.382	n/a	60691	trialResponse	14	1	1
127.592	n/a	63796	trialResponse	14	0	0
130.72	n/a	65360	trialResponse	14	1	1
135.912	n/a	67956	trialResponse	14	1	0
141.44	n/a	70720	trialResponse	14	1	1
148.12	n/a	74060	trialResponse	14	0	0
154.936	n/a	77468	trialResponse	14	0	1
154.944	n/a	77472	newPage	20	n/a	n/a
157.885	n/a	78942.5	boundary	boundary	n/a	n/a
